holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,264.37,0.00,0.00,60,Clouds,scattered clouds,2013-12-28 23:00:00,515
None,263.12,0.00,0.00,11,Clear,sky is clear,2013-12-29 00:00:00,569
None,263.45,0.00,0.00,56,Mist,mist,2013-12-29 01:00:00,1065
None,262.66,0.00,0.00,8,Clear,sky is clear,2013-12-29 02:00:00,556
None,263.12,0.00,0.00,7,Clear,sky is clear,2013-12-29 03:00:00,978
None,267.08,0.00,0.00,44,Clouds,scattered clouds,2013-12-29 04:00:00,1102
None,259.35,0.00,0.00,15,Clear,sky is clear,2013-12-29 05:00:00,1193
None,261.51,0.00,0.00,16,Clear,sky is clear,2013-12-29 06:00:00,1467
None,265.94,0.00,0.00,97,Clouds,scattered clouds,2013-12-29 07:00:00,1252
None,266.51,0.00,0.00,14,Clear,sky is clear,2013-12-29 08:00:00,1328
None,266.34,0.00,0.00,3,Clear,sky is clear,2013-12-29 09:00:00,1688
None,269.75,0.00,0.00,4,Clear,sky is clear,2013-12-29 10:00:00,2111
None,265.80,0.00,0.00,18,Clear,sky is clear,2013-12-29 11:00:00,2561
None,270.62,0.00,0.00,3,Clear,sky is clear,2013-12-29 12:00:00,2394
None,269.45,0.00,0.00,58,Clouds,scattered clouds,2013-12-29 13:00:00,2704
None,273.33,1.94,0.00,64,Rain,light rain,2013-12-29 14:00:00,2161
None,267.89,0.00,0.00,13,Clear,sky is clear,2013-12-29 15:00:00,2206
None,270.72,0.00,0.00,7,Clear,sky is clear,2013-12-29 16:00:00,1849
None,270.45,0.00,0.00,4,Clear,sky is clear,2013-12-29 17:00:00,2266
None,270.98,0.00,0.00,11,Clear,sky is clear,2013-12-29 18:00:00,1495
None,268.27,2.57,0.00,85,Rain,light rain,2013-12-29 19:00:00,1471
None,269.37,0.00,0.00,0,Clear,sky is clear,2013-12-29 20:00:00,1026
None,265.32,0.00,0.00,2,Clear,sky is clear,2013-12-29 21:00:00,625
None,267.05,0.00,0.00,6,Clear,sky is clear,2013-12-29 22:00:00,1083
None,266.92,0.00,0.00,8,Clear,sky is clear,2013-12-29 23:00:00,931
None,263.82,0.00,0.00,86,Clouds,scattered clouds,2013-12-30 00:00:00,992
None,260.83,0.00,0.00,9,Clear,sky is clear,2013-12-30 01:00:00,956
None,263.29,4.85,0.00,75,Rain,moderate rain,2013-12-30 02:00:00,565
None,260.43,0.00,0.00,15,Clear,sky is clear,2013-12-30 03:00:00,662
None,266.09,0.00,0.00,6,Clear,sky is clear,2013-12-30 04:00:00,1383
None,265.47,4.82,0.00,100,Rain,light rain,2013-12-30 05:00:00,1706
None,264.86,0.00,0.00,64,Mist,mist,2013-12-30 06:00:00,2435
None,263.52,0.00,0.00,2,Clear,sky is clear,2013-12-30 07:00:00,3700
None,265.58,0.00,0.00,60,Clouds,broken clouds,2013-12-30 08:00:00,2881
None,267.36,0.00,0.00,73,Clouds,broken clouds,2013-12-30 09:00:00,2775
None,263.83,0.00,0.00,7,Clear,sky is clear,2013-12-30 10:00:00,2710
None,272.70,0.00,0.00,77,Clouds,broken clouds,2013-12-30 11:00:00,2687
None,271.05,0.00,0.00,5,Clear,sky is clear,2013-12-30 12:00:00,2941
None,270.56,0.00,0.00,0,Clear,sky is clear,2013-12-30 13:00:00,3477
None,271.59,0.00,0.00,5,Clear,sky is clear,2013-12-30 14:00:00,3347
None,272.55,0.00,3.91,57,Snow,light snow,2013-12-30 15:00:00,2433
None,272.42,0.00,0.00,12,Clear,sky is clear,2013-12-30 16:00:00,4432
None,270.78,0.00,0.00,78,Clouds,scattered clouds,2013-12-30 17:00:00,4110
None,271.84,0.00,4.45,99,Snow,light snow,2013-12-30 18:00:00,2289
None,269.67,0.00,0.00,91,Clouds,broken clouds,2013-12-30 19:00:00,2457
None,272.97,6.41,0.00,86,Rain,light rain,2013-12-30 20:00:00,1822
None,269.21,0.00,0.00,2,Clear,sky is clear,2013-12-30 21:00:00,832
None,263.80,6.52,0.00,76,Rain,light rain,2013-12-30 22:00:00,738
None,265.93,0.00,0.00,7,Clear,sky is clear,2013-12-30 23:00:00,860
None,263.51,0.00,0.00,60,Clouds,scattered clouds,2013-12-31 00:00:00,890
None,264.44,0.00,3.74,76,Snow,light snow,2013-12-31 01:00:00,833
None,265.68,0.00,4.17,94,Snow,light snow,2013-12-31 02:00:00,682
None,263.21,0.00,0.00,10,Clear,sky is clear,2013-12-31 03:00:00,821
None,262.15,0.00,0.00,5,Clear,sky is clear,2013-12-31 04:00:00,968
None,265.53,0.00,0.00,59,Clouds,broken clouds,2013-12-31 05:00:00,1964
None,263.85,0.00,0.00,79,Clouds,broken clouds,2013-12-31 06:00:00,2457
None,266.70,0.00,0.00,3,Clear,sky is clear,2013-12-31 07:00:00,3735
None,268.14,0.60,0.00,76,Rain,moderate rain,2013-12-31 08:00:00,3212
None,266.94,0.00,0.00,17,Clear,sky is clear,2013-12-31 09:00:00,2541
None,271.65,0.00,0.46,80,Snow,light snow,2013-12-31 10:00:00,1205
None,269.16,0.00,0.00,84,Clouds,scattered clouds,2013-12-31 11:00:00,2573
None,269.73,0.00,0.00,68,Clouds,scattered clouds,2013-12-31 12:00:00,2519
None,267.16,0.00,0.00,61,Clouds,scattered clouds,2013-12-31 13:00:00,3178
None,269.05,0.00,0.00,67,Clouds,scattered clouds,2013-12-31 14:00:00,3582
None,270.64,0.00,0.00,52,Clouds,scattered clouds,2013-12-31 15:00:00,3404
None,265.03,0.00,0.00,63,Clouds,scattered clouds,2013-12-31 16:00:00,4474
None,271.10,0.00,0.00,16,Clear,sky is clear,2013-12-31 17:00:00,4459
None,267.32,0.00,0.00,7,Clear,sky is clear,2013-12-31 18:00:00,3549
None,267.50,0.00,0.00,4,Clear,sky is clear,2013-12-31 19:00:00,2574
None,269.32,0.00,0.00,69,Clouds,broken clouds,2013-12-31 20:00:00,1757
None,268.31,5.45,0.00,82,Rain,moderate rain,2013-12-31 21:00:00,1034
None,266.35,0.00,0.00,3,Clear,sky is clear,2013-12-31 22:00:00,769
None,265.63,0.00,0.00,6,Clear,sky is clear,2013-12-31 23:00:00,838
New Years Day,260.48,0.00,0.00,14,Clear,sky is clear,2014-01-01 00:00:00,1478
None,260.52,0.00,0.00,50,Clouds,scattered clouds,2014-01-01 01:00:00,968
None,260.46,0.00,3.06,75,Snow,light snow,2014-01-01 02:00:00,437
None,261.44,0.00,0.00,16,Clear,sky is clear,2014-01-01 03:00:00,1456
None,261.54,0.00,0.00,20,Clear,sky is clear,2014-01-01 04:00:00,1390
None,261.22,0.48,0.00,73,Rain,moderate rain,2014-01-01 05:00:00,1484
None,263.73,0.00,0.00,74,Clouds,broken clouds,2014-01-01 06:00:00,3085
None,263.05,0.00,0.00,6,Clear,sky is clear,2014-01-01 07:00:00,3266
None,268.12,0.00,0.00,1,Clear,sky is clear,2014-01-01 08:00:00,3200
None,262.53,0.00,0.00,17,Clear,sky is clear,2014-01-01 09:00:00,2619
None,262.29,0.00,0.00,3,Clear,sky is clear,2014-01-01 10:00:00,2580
None,267.92,0.00,0.00,80,Clouds,scattered clouds,2014-01-01 11:00:00,2558
None,266.33,0.00,0.00,100,Clouds,broken clouds,2014-01-01 12:00:00,3176
None,268.44,0.00,0.00,66,Mist,mist,2014-01-01 13:00:00,3089
None,266.65,0.00,0.00,17,Clear,sky is clear,2014-01-01 14:00:00,3309
None,270.43,0.00,0.00,73,Clouds,scattered clouds,2014-01-01 15:00:00,4152
None,268.72,0.00,0.00,4,Clear,sky is clear,2014-01-01 16:00:00,4640
None,270.33,0.00,3.64,69,Snow,light snow,2014-01-01 17:00:00,2697
None,264.51,0.00,0.00,13,Clear,sky is clear,2014-01-01 18:00:00,3889
None,267.03,0.00,0.00,19,Clear,sky is clear,2014-01-01 19:00:00,2088
None,264.70,4.68,0.00,97,Rain,moderate rain,2014-01-01 20:00:00,1623
None,267.40,0.00,0.00,62,Clouds,broken clouds,2014-01-01 21:00:00,1561
None,263.69,0.00,4.77,86,Snow,light snow,2014-01-01 22:00:00,564
None,261.53,0.00,0.00,12,Clear,sky is clear,2014-01-01 23:00:00,1487
None,266.43,0.00,0.00,6,Clear,sky is clear,2014-01-02 00:00:00,994
None,261.54,4.06,0.00,60,Rain,moderate rain,2014-01-02 01:00:00,449
None,265.85,0.00,0.00,14,Clear,sky is clear,2014-01-02 02:00:00,422
None,258.17,0.00,0.00,12,Clear,sky is clear,2014-01-02 03:00:00,1019
None,257.13,0.00,0.00,5,Clear,sky is clear,2014-01-02 04:00:00,1349
None,262.83,0.00,0.00,87,Clouds,scattered clouds,2014-01-02 05:00:00,2227
None,265.09,0.00,0.00,1,Clear,sky is clear,2014-01-02 06:00:00,2646
None,262.93,0.00,0.00,49,Clouds,broken clouds,2014-01-02 07:00:00,3717
None,270.28,0.00,3.54,93,Snow,heavy snow,2014-01-02 08:00:00,2558
None,269.49,0.00,0.00,9,Clear,sky is clear,2014-01-02 09:00:00,2632
None,264.89,0.00,0.00,72,Clouds,scattered clouds,2014-01-02 10:00:00,2391
None,267.61,0.00,0.00,85,Clouds,scattered clouds,2014-01-02 11:00:00,2086
None,269.95,0.00,0.00,13,Clear,sky is clear,2014-01-02 12:00:00,2859
None,268.48,0.00,0.00,18,Clear,sky is clear,2014-01-02 13:00:00,3309
None,267.58,0.00,0.00,56,Clouds,scattered clouds,2014-01-02 14:00:00,3653
None,271.92,0.00,0.00,11,Clear,sky is clear,2014-01-02 15:00:00,3944
None,268.69,0.00,0.00,19,Clear,sky is clear,2014-01-02 16:00:00,4182
None,268.73,7.29,0.00,99,Rain,light rain,2014-01-02 17:00:00,3682
None,269.01,0.00,0.00,7,Clear,sky is clear,2014-01-02 18:00:00,3635
None,268.03,2.67,0.00,71,Rain,moderate rain,2014-01-02 19:00:00,2137
None,265.08,0.00,0.00,14,Clear,sky is clear,2014-01-02 20:00:00,1561
None,268.70,3.20,0.00,77,Rain,light rain,2014-01-02 21:00:00,779
None,266.32,0.00,0.00,68,Clouds,scattered clouds,2014-01-02 22:00:00,986
None,262.93,0.00,0.00,14,Clear,sky is clear,2014-01-02 23:00:00,927
None,258.52,0.00,0.00,18,Clear,sky is clear,2014-01-03 00:00:00,638
None,261.16,0.00,0.00,9,Clear,sky is clear,2014-01-03 01:00:00,1169
None,264.61,0.00,0.00,0,Clear,sky is clear,2014-01-03 02:00:00,1080
None,261.11,0.00,0.00,1,Clear,sky is clear,2014-01-03 03:00:00,754
None,259.48,0.00,0.00,45,Clouds,scattered clouds,2014-01-03 04:00:00,1346
None,262.83,4.69,0.00,95,Rain,moderate rain,2014-01-03 05:00:00,1575
None,265.69,0.00,0.00,1,Clear,sky is clear,2014-01-03 06:00:00,2604
None,262.26,0.69,0.00,76,Rain,moderate rain,2014-01-03 07:00:00,3122
None,268.01,0.00,0.00,4,Clear,sky is clear,2014-01-03 08:00:00,3467
None,268.03,0.00,0.00,10,Clear,sky is clear,2014-01-03 09:00:00,2329
None,262.17,0.00,0.00,19,Clear,sky is clear,2014-01-03 10:00:00,2449
None,270.46,0.00,0.00,7,Clear,sky is clear,2014-01-03 11:00:00,2458
None,267.95,0.00,0.00,20,Clear,sky is clear,2014-01-03 12:00:00,3039
None,267.94,0.00,0.00,11,Clear,sky is clear,2014-01-03 13:00:00,2920
None,269.91,2.96,0.00,95,Rain,light rain,2014-01-03 14:00:00,2390
None,268.81,0.00,0.00,5,Clear,sky is clear,2014-01-03 15:00:00,3938
None,269.72,0.00,2.23,67,Snow,light snow,2014-01-03 16:00:00,3404
None,267.03,0.00,0.00,75,Clouds,scattered clouds,2014-01-03 17:00:00,4652
None,271.22,1.92,0.00,86,Rain,light rain,2014-01-03 18:00:00,3789
None,269.81,0.00,0.00,12,Clear,sky is clear,2014-01-03 19:00:00,2634
None,266.06,0.00,0.00,87,Clouds,broken clouds,2014-01-03 20:00:00,1588
None,264.91,0.00,0.00,14,Clear,sky is clear,2014-01-03 21:00:00,892
None,262.44,3.55,0.00,64,Rain,light rain,2014-01-03 22:00:00,682
None,259.73,0.00,0.00,6,Clear,sky is clear,2014-01-03 23:00:00,823
None,262.33,0.00,0.00,19,Clear,sky is clear,2014-01-04 00:00:00,845
None,259.04,0.00,0.00,2,Clear,sky is clear,2014-01-04 01:00:00,878
None,264.19,0.00,0.00,53,Haze,haze,2014-01-04 02:00:00,555
None,262.23,0.00,0.00,1,Clear,sky is clear,2014-01-04 03:00:00,994
None,260.12,0.00,0.00,12,Clear,sky is clear,2014-01-04 04:00:00,661
None,265.15,0.00,0.00,11,Clear,sky is clear,2014-01-04 05:00:00,818
None,262.63,0.00,0.00,60,Clouds,scattered clouds,2014-01-04 06:00:00,1055
None,262.06,0.00,0.00,2,Clear,sky is clear,2014-01-04 07:00:00,1250
None,261.25,0.00,0.00,11,Clear,sky is clear,2014-01-04 08:00:00,1772
None,264.76,0.00,0.00,80,Clouds,broken clouds,2014-01-04 09:00:00,2097
None,266.05,0.00,0.00,15,Clear,sky is clear,2014-01-04 10:00:00,1966
None,270.25,0.00,0.00,9,Clear,sky is clear,2014-01-04 11:00:00,2070
None,265.67,0.00,0.00,61,Clouds,broken clouds,2014-01-04 12:00:00,2602
None,266.62,0.00,0.00,59,Clouds,scattered clouds,2014-01-04 13:00:00,2503
None,267.82,2.26,0.00,87,Rain,light rain,2014-01-04 14:00:00,2065
None,269.57,0.00,0.00,44,Clouds,scattered clouds,2014-01-04 15:00:00,2533
None,265.00,0.00,0.00,63,Clouds,scattered clouds,2014-01-04 16:00:00,1813
None,269.81,0.00,0.00,88,Clouds,scattered clouds,2014-01-04 17:00:00,2212
None,269.08,0.00,0.00,58,Clouds,scattered clouds,2014-01-04 18:00:00,1163
None,266.72,0.00,2.22,53,Snow,heavy snow,2014-01-04 19:00:00,823
None,267.52,0.00,0.00,59,Mist,mist,2014-01-04 20:00:00,1162
None,267.72,0.00,0.00,89,Fog,fog,2014-01-04 21:00:00,1228
None,267.71,0.00,0.00,60,Clouds,scattered clouds,2014-01-04 22:00:00,907
None,259.74,0.00,0.00,91,Clouds,scattered clouds,2014-01-04 23:00:00,474
None,258.73,0.00,2.21,90,Snow,light snow,2014-01-05 00:00:00,368
None,264.09,3.65,0.00,70,Rain,moderate rain,2014-01-05 01:00:00,906
None,264.12,4.11,0.00,85,Rain,light rain,2014-01-05 02:00:00,401
None,261.00,0.00,0.00,86,Clouds,scattered clouds,2014-01-05 03:00:00,937
None,259.93,0.00,0.00,14,Clear,sky is clear,2014-01-05 04:00:00,703
None,261.74,0.00,0.00,2,Clear,sky is clear,2014-01-05 05:00:00,978
None,264.81,0.00,0.00,2,Clear,sky is clear,2014-01-05 06:00:00,1073
None,260.38,0.00,0.00,53,Clouds,broken clouds,2014-01-05 07:00:00,1658
None,262.87,0.00,0.16,61,Snow,light snow,2014-01-05 08:00:00,856
None,264.03,0.00,0.00,76,Clouds,scattered clouds,2014-01-05 09:00:00,2009
None,266.87,4.15,0.00,77,Rain,moderate rain,2014-01-05 10:00:00,1333
None,267.32,0.00,0.00,96,Clouds,scattered clouds,2014-01-05 11:00:00,2160
None,270.70,3.24,0.00,96,Rain,moderate rain,2014-01-05 12:00:00,2205
None,266.05,0.00,0.00,14,Clear,sky is clear,2014-01-05 13:00:00,2430
None,267.62,0.00,0.00,6,Clear,sky is clear,2014-01-05 14:00:00,2691
None,265.89,0.00,0.00,16,Clear,sky is clear,2014-01-05 15:00:00,2091
None,266.57,0.00,0.00,55,Clouds,scattered clouds,2014-01-05 16:00:00,2053
None,270.62,0.00,0.00,15,Clear,sky is clear,2014-01-05 17:00:00,1773
None,268.72,0.00,0.00,20,Clear,sky is clear,2014-01-05 18:00:00,1564
None,271.29,0.00,0.00,73,Clouds,scattered clouds,2014-01-05 19:00:00,1463
None,269.44,0.00,0.00,58,Clouds,scattered clouds,2014-01-05 20:00:00,870
None,266.93,0.00,0.00,49,Clouds,broken clouds,2014-01-05 21:00:00,1123
None,264.21,0.00,0.00,71,Clouds,scattered clouds,2014-01-05 22:00:00,770
None,261.45,0.00,1.83,60,Snow,light snow,2014-01-05 23:00:00,770
None,264.67,0.00,0.00,8,Clear,sky is clear,2014-01-06 00:00:00,681
None,259.93,0.00,0.00,17,Clear,sky is clear,2014-01-06 01:00:00,704
None,262.65,0.00,0.00,63,Clouds,scattered clouds,2014-01-06 02:00:00,755
None,264.23,0.00,0.00,2,Clear,sky is clear,2014-01-06 03:00:00,398
None,257.46,0.00,0.00,100,Clouds,scattered clouds,2014-01-06 04:00:00,1308
None,259.96,0.00,0.00,17,Clear,sky is clear,2014-01-06 05:00:00,1715
None,266.65,0.00,0.00,81,Clouds,scattered clouds,2014-01-06 06:00:00,2845
None,260.49,0.00,0.00,72,Clouds,scattered clouds,2014-01-06 07:00:00,3693
None,263.50,0.00,0.00,87,Clouds,scattered clouds,2014-01-06 08:00:00,3465
None,266.76,0.00,0.00,12,Clear,sky is clear,2014-01-06 09:00:00,2572
None,266.46,3.15,0.00,96,Rain,moderate rain,2014-01-06 10:00:00,2232
None,268.06,0.00,4.21,65,Snow,light snow,2014-01-06 11:00:00,2395
None,271.57,0.00,0.00,0,Clear,sky is clear,2014-01-06 12:00:00,2752
None,270.51,0.00,0.00,7,Clear,sky is clear,2014-01-06 13:00:00,2705
None,268.28,0.00,4.17,68,Snow,heavy snow,2014-01-06 14:00:00,2906
None,270.58,7.11,0.00,72,Rain,moderate rain,2014-01-06 15:00:00,3198
None,268.82,0.00,0.00,18,Clear,sky is clear,2014-01-06 16:00:00,4504
None,273.71,2.28,0.00,60,Rain,light rain,2014-01-06 17:00:00,3722
None,266.40,0.00,0.00,31,Mist,mist,2014-01-06 18:00:00,3000
None,265.30,0.00,0.00,6,Clear,sky is clear,2014-01-06 19:00:00,2610
None,265.92,0.00,0.00,92,Clouds,scattered clouds,2014-01-06 20:00:00,1876
None,266.00,0.00,0.00,20,Clear,sky is clear,2014-01-06 21:00:00,1352
None,264.04,6.05,0.00,69,Rain,light rain,2014-01-06 22:00:00,626
None,265.23,0.00,0.00,68,Clouds,broken clouds,2014-01-06 23:00:00,1010
None,260.98,0.00,0.00,3,Clear,sky is clear,2014-01-07 00:00:00,890
None,259.54,3.14,0.00,99,Rain,moderate rain,2014-01-07 01:00:00,663
None,261.74,0.00,3.05,84,Snow,light snow,2014-01-07 02:00:00,150
None,259.21,0.00,0.00,15,Clear,sky is clear,2014-01-07 03:00:00,870
None,258.81,0.00,0.00,47,Clouds,scattered clouds,2014-01-07 04:00:00,1409
None,263.60,0.00,0.00,45,Clouds,scattered clouds,2014-01-07 05:00:00,1264
None,262.08,0.00,0.00,41,Clouds,scattered clouds,2014-01-07 06:00:00,2715
None,262.67,3.84,0.00,79,Rain,light rain,2014-01-07 07:00:00,2854
None,261.37,4.30,0.00,97,Rain,light rain,2014-01-07 08:00:00,3233
None,263.50,0.00,0.00,4,Clear,sky is clear,2014-01-07 09:00:00,2535
None,266.08,0.00,0.00,55,Mist,mist,2014-01-07 10:00:00,2445
None,268.09,0.00,0.00,77,Clouds,broken clouds,2014-01-07 11:00:00,2712
None,268.00,0.00,0.00,79,Clouds,scattered clouds,2014-01-07 12:00:00,3027
None,268.91,0.00,0.00,6,Clear,sky is clear,2014-01-07 13:00:00,3338
None,268.93,0.00,0.00,5,Clear,sky is clear,2014-01-07 14:00:00,3542
None,270.93,0.00,0.00,56,Clouds,scattered clouds,2014-01-07 15:00:00,4040
None,267.55,0.00,0.00,17,Clear,sky is clear,2014-01-07 16:00:00,4402
None,271.72,0.00,0.00,99,Clouds,scattered clouds,2014-01-07 17:00:00,4573
None,269.82,5.01,0.00,74,Rain,light rain,2014-01-07 18:00:00,3212
None,264.84,0.00,0.00,16,Clear,sky is clear,2014-01-07 19:00:00,2444
None,268.27,4.13,0.00,85,Rain,moderate rain,2014-01-07 20:00:00,1715
None,267.20,0.00,0.00,0,Clear,sky is clear,2014-01-07 21:00:00,1175
None,265.45,0.00,0.00,52,Clouds,scattered clouds,2014-01-07 22:00:00,957
None,270.93,6.25,0.00,87,Rain,light rain,2014-01-07 23:00:00,461
None,265.37,0.00,0.00,41,Clouds,scattered clouds,2014-01-08 00:00:00,1119
None,261.16,0.00,0.00,1,Clear,sky is clear,2014-01-08 01:00:00,920
None,260.52,0.00,0.00,4,Clear,sky is clear,2014-01-08 02:00:00,914
None,260.51,0.00,0.00,8,Clear,sky is clear,2014-01-08 03:00:00,897
None,258.76,0.00,0.00,11,Clear,sky is clear,2014-01-08 04:00:00,1090
None,263.96,0.00,0.00,16,Clear,sky is clear,2014-01-08 05:00:00,1604
None,262.65,0.00,0.00,10,Clear,sky is clear,2014-01-08 06:00:00,2539
None,263.30,0.00,0.00,16,Clear,sky is clear,2014-01-08 07:00:00,3450
None,263.09,0.00,1.34,91,Snow,heavy snow,2014-01-08 08:00:00,1936
None,266.58,0.00,0.00,0,Clear,sky is clear,2014-01-08 09:00:00,2810
None,271.02,0.00,0.00,42,Clouds,scattered clouds,2014-01-08 10:00:00,2446
None,267.52,0.00,0.00,3,Clear,sky is clear,2014-01-08 11:00:00,3149
None,270.79,0.00,0.81,68,Snow,light snow,2014-01-08 12:00:00,1720
None,268.63,0.00,0.00,13,Clear,sky is clear,2014-01-08 13:00:00,2996
None,267.95,0.00,0.00,78,Clouds,scattered clouds,2014-01-08 14:00:00,3231
None,268.68,0.00,0.00,0,Clear,sky is clear,2014-01-08 15:00:00,3959
None,271.46,0.00,0.00,6,Clear,sky is clear,2014-01-08 16:00:00,4542
None,268.22,0.00,0.00,75,Clouds,broken clouds,2014-01-08 17:00:00,4291
None,265.98,0.00,0.00,47,Clouds,scattered clouds,2014-01-08 18:00:00,3451
None,267.08,0.00,0.00,3,Clear,sky is clear,2014-01-08 19:00:00,2493
None,268.40,0.00,0.00,94,Clouds,scattered clouds,2014-01-08 20:00:00,1794
None,266.59,0.00,0.00,94,Clouds,scattered clouds,2014-01-08 21:00:00,768
None,261.82,0.00,4.68,55,Snow,light snow,2014-01-08 22:00:00,408
None,259.13,0.00,0.00,0,Clear,sky is clear,2014-01-08 23:00:00,727
None,260.56,0.00,0.00,6,Clear,sky is clear,2014-01-09 00:00:00,711
None,258.95,6.18,0.00,91,Rain,moderate rain,2014-01-09 01:00:00,429
None,261.39,0.00,0.00,6,Clear,sky is clear,2014-01-09 02:00:00,582
None,262.65,0.00,0.00,11,Clear,sky is clear,2014-01-09 03:00:00,1101
None,262.32,0.00,0.00,48,Mist,mist,2014-01-09 04:00:00,1011
None,260.26,0.00,0.00,16,Clear,sky is clear,2014-01-09 05:00:00,1718
None,260.61,0.00,0.00,15,Clear,sky is clear,2014-01-09 06:00:00,3045
None,264.36,0.00,0.00,11,Clear,sky is clear,2014-01-09 07:00:00,3027
None,263.91,0.00,0.00,64,Clouds,scattered clouds,2014-01-09 08:00:00,3188
None,267.36,0.00,0.00,8,Clear,sky is clear,2014-01-09 09:00:00,2475
None,264.65,0.00,0.00,5,Clear,sky is clear,2014-01-09 10:00:00,2628
None,270.11,4.88,0.00,86,Rain,moderate rain,2014-01-09 11:00:00,2273
None,269.37,0.00,0.00,10,Clear,sky is clear,2014-01-09 12:00:00,2692
None,267.82,0.00,0.00,75,Mist,mist,2014-01-09 13:00:00,3035
None,270.00,0.00,0.00,20,Clear,sky is clear,2014-01-09 14:00:00,3374
None,267.97,0.00,0.00,53,Haze,haze,2014-01-09 15:00:00,3761
None,268.69,0.00,4.06,88,Snow,light snow,2014-01-09 16:00:00,2892
None,269.56,0.00,0.00,15,Clear,sky is clear,2014-01-09 17:00:00,4712
None,269.45,0.00,0.00,15,Clear,sky is clear,2014-01-09 18:00:00,3239
None,270.92,0.00,0.00,43,Clouds,scattered clouds,2014-01-09 19:00:00,2533
None,264.25,0.00,0.00,12,Clear,sky is clear,2014-01-09 20:00:00,1747
None,264.35,0.00,0.00,4,Clear,sky is clear,2014-01-09 21:00:00,1059
None,263.41,0.00,0.00,75,Clouds,scattered clouds,2014-01-09 22:00:00,1007
None,260.75,0.00,0.00,70,Clouds,scattered clouds,2014-01-09 23:00:00,935
None,258.34,0.00,0.00,7,Clear,sky is clear,2014-01-10 00:00:00,1085
None,264.01,0.00,0.00,20,Clear,sky is clear,2014-01-10 01:00:00,959
None,260.25,0.00,2.05,79,Snow,light snow,2014-01-10 02:00:00,458
None,261.52,1.79,0.00,90,Rain,light rain,2014-01-10 03:00:00,963
None,261.02,0.00,0.00,11,Clear,sky is clear,2014-01-10 04:00:00,954
None,258.60,0.00,0.00,70,Clouds,scattered clouds,2014-01-10 05:00:00,2035
None,262.17,4.75,0.00,85,Rain,light rain,2014-01-10 06:00:00,2546
None,262.04,0.00,0.00,53,Clouds,scattered clouds,2014-01-10 07:00:00,3450
None,265.46,0.00,0.00,6,Clear,sky is clear,2014-01-10 08:00:00,3643
None,266.67,0.00,0.00,61,Fog,fog,2014-01-10 09:00:00,2704
None,268.49,0.00,0.00,16,Clear,sky is clear,2014-01-10 10:00:00,2571
None,268.21,0.00,0.00,17,Clear,sky is clear,2014-01-10 11:00:00,2878
None,269.52,0.00,0.00,17,Clear,sky is clear,2014-01-10 12:00:00,3099
None,267.87,0.00,0.00,1,Clear,sky is clear,2014-01-10 13:00:00,3274
None,270.14,0.00,0.00,2,Clear,sky is clear,2014-01-10 14:00:00,3573
None,269.04,0.00,0.00,77,Clouds,scattered clouds,2014-01-10 15:00:00,4198
None,267.51,0.00,0.00,1,Clear,sky is clear,2014-01-10 16:00:00,4528
None,263.02,0.00,4.82,60,Snow,heavy snow,2014-01-10 17:00:00,3677
None,269.56,0.00,0.00,17,Clear,sky is clear,2014-01-10 18:00:00,4027
None,267.51,0.00,0.00,0,Clear,sky is clear,2014-01-10 19:00:00,1981
None,267.55,0.00,0.00,67,Clouds,scattered clouds,2014-01-10 20:00:00,1393
None,261.77,0.00,0.00,13,Clear,sky is clear,2014-01-10 21:00:00,1084
None,264.49,0.00,0.00,73,Clouds,scattered clouds,2014-01-10 22:00:00,1047
None,259.14,0.00,0.00,15,Clear,sky is clear,2014-01-10 23:00:00,261
None,262.60,0.00,0.00,71,Clouds,scattered clouds,2014-01-11 00:00:00,1004
None,261.35,0.00,0.00,19,Clear,sky is clear,2014-01-11 01:00:00,736
None,258.29,0.00,4.21,64,Snow,heavy snow,2014-01-11 02:00:00,778
None,262.96,0.00,0.00,73,Clouds,broken clouds,2014-01-11 03:00:00,1043
None,261.30,0.00,2.34,54,Snow,light snow,2014-01-11 04:00:00,837
None,261.66,0.00,0.00,87,Clouds,broken clouds,2014-01-11 05:00:00,1157
None,262.28,0.00,0.00,10,Clear,sky is clear,2014-01-11 06:00:00,1312
None,265.30,0.00,0.00,16,Clear,sky is clear,2014-01-11 07:00:00,1433
None,264.97,0.00,0.00,99,Clouds,scattered clouds,2014-01-11 08:00:00,1714
None,265.90,0.00,0.00,65,Clouds,scattered clouds,2014-01-11 09:00:00,1530
None,264.87,0.00,0.00,0,Clear,sky is clear,2014-01-11 10:00:00,2124
None,267.33,2.05,0.00,74,Rain,moderate rain,2014-01-11 11:00:00,1672
None,270.40,0.00,0.00,9,Clear,sky is clear,2014-01-11 12:00:00,2351
None,269.62,0.00,0.00,18,Clear,sky is clear,2014-01-11 13:00:00,2280
None,267.09,0.00,0.00,15,Clear,sky is clear,2014-01-11 14:00:00,2450
None,267.79,0.00,0.00,76,Clouds,broken clouds,2014-01-11 15:00:00,2065
None,266.23,0.00,0.00,11,Clear,sky is clear,2014-01-11 16:00:00,1866
None,269.16,0.00,0.00,20,Clear,sky is clear,2014-01-11 17:00:00,2036
None,266.39,0.00,3.14,68,Snow,heavy snow,2014-01-11 18:00:00,584
None,267.78,0.00,0.00,14,Clear,sky is clear,2014-01-11 19:00:00,1223
